Blank1,Description,Extended Description,Blank2,Item Number,Blank3,Standard Price,List Price,Major category,Minor Category,Weight,Available Quantity,Date Established,PO Date,AvG Lead Time,Image ,Drop Ship Status,Active,Product Length ,Product Width,Product Height,Shipping Length ,Shipping Width ,Shipping Height,Item Weight,Item Net Weight,UPC Code,HCPC Code,MAP Price,Country Of Origin,Product Group (item),Plus Freight,Images,Images,Images,Images,Images,Images,Images,Images,Images,Images
,Foley Catheter Kenguard 5cc 2way 22fr Bx/10,5CC BALLON 2-WAY * 22 French * Silicone coating provides a smooth exterior shaft * Facilitates insertion * HCPCS Suggested Code: A4338,,KE3567,,26.80,48.71,Urologicals,Internal Catheters & Guide Kit,0.720,3,09/24/2002,12/31/2099,35,KE3567.jpg,N,Y,0,0,0,0,0,0,.72,0,0120694393077400      ,,,,,N,,https://interlink.completemedical.com/usrimage/KE3567.jpg,,,,,,,,
,Foley Catheter Kenguard 5cc 2way 24fr Bx/10,5CC BALLON 2-WAY * 24 French * Silicone coating provides a smooth exterior shaft * Facilitates insertion * HCPCS Suggested Code: A4338,,KE3570,,26.08,47.40,Urologicals,Internal Catheters & Guide Kit,0.720,5,09/24/2002,12/31/2099,28,KE3570.jpg,N,Y,0,0,0,0,0,0,.72,0,0120694393077417      ,,,,,N,,https://interlink.completemedical.com/usrimage/KE3570.jpg,,,,,,,,
,Foley Catheter Kenguard 5cc 2way 28fr Bx/10,5CC BALLON 2-WAY * 28 French * Silicone coating provides a smooth exterior shaft * Facilitates insertion * HCPCS Suggested Code: A4338,,KE3575,,26.08,47.40,Urologicals,Internal Catheters & Guide Kit,0.740,0,09/24/2002,12/31/2099,8,KE3575.jpg,N,Y,0,0,0,0,0,0,.74,0,0120694393077431      ,,,,,N,,https://interlink.completemedical.com/usrimage/KE3575.jpg,,,,,,,,
,Foley Catheter Kenguard 5cc 2way 30fr Bx/10,5CC BALLON 2-WAY * 30 French * Silicone coating provides a smooth exterior shaft * Facilitates insertion * HCPCS Suggested Code: A4338,,KE3577,,26.08,47.40,Urologicals,Internal Catheters & Guide Kit,0.820,0,09/24/2002,12/31/2099,21,KE3577.jpg,N,Y,0,0,0,0,0,0,.82,0,0120694393077448      ,,,,,N,,https://interlink.completemedical.com/usrimage/KE3577.jpg,,,,,,,,
,Foley Catheter Kenguard 30cc 2way 16fr Bx/10,30CC BALLON 2-WAY * 16 French * Silicone coating provides a smooth exterior shaft * Facilitates insertion * HCPCS Suggested Code: A4338,,KE3601,,26.37,47.97,Urologicals,Internal Catheters & Guide Kit,0.600,0,09/24/2002,12/31/2099,11,KE3601.jpg,N,Y,0,0,0,0,0,0,.6,0,0120694393077455      ,,,,,N,,https://interlink.completemedical.com/usrimage/KE3601.jpg,,,,,,,,
,Foley Catheter Kenguard 30cc 2way 20fr Bx/10,30CC BALLON 2-WAY * 20 French * Silicone coating provides a smooth exterior shaft * Facilitates insertion * HCPCS Suggested Code: A4338,,KE3611,,26.08,47.40,Urologicals,Internal Catheters & Guide Kit,0.640,0,09/24/2002,12/31/2099,12,KE3611.jpg,N,Y,0,0,0,0,0,0,.64,0,0120694393077479      ,,,,,N,,https://interlink.completemedical.com/usrimage/KE3611.jpg,,,,,,,,
,Foley Catheter Kenguard 30cc 2way 22fr Bx/10,30CC BALLON 2-WAY * 22 French * Silicone coating provides a smooth exterior shaft * Facilitates insertion * HCPCS Suggested Code: A4338,,KE3614,,26.41,48.04,Urologicals,Internal Catheters & Guide Kit,0.700,1,09/24/2002,12/31/2099,28,KE3614.jpg,N,Y,0,0,0,0,0,0,.7,0,0120694393077486      ,,,,,N,,https://interlink.completemedical.com/usrimage/KE3614.jpg,,,,,,,,
,Foley Catheter Kenguard 30cc 2way 24fr Bx/10,30CC BALLON 2-WAY * 24 French * Silicone coating provides a smooth exterior shaft * Facilitates insertion * HCPCS Suggested Code: A4338,,KE3618,,26.08,47.41,Urologicals,Internal Catheters & Guide Kit,0.760,0,09/24/2002,12/31/2099,22,KE3618.jpg,N,Y,0,0,0,0,0,0,.76,0,0120694393077493      ,,,,,N,,https://interlink.completemedical.com/usrimage/KE3618.jpg,,,,,,,,
,Foley Catheter Kenguard 30cc 2way 26fr Bx/10,30CC BALLON 2-WAY * 26 French * Silicone coating provides a smooth exterior shaft * Facilitates insertion * HCPCS Suggested Code: A4338,,KE3619,,26.08,47.41,Urologicals,Internal Catheters & Guide Kit,0.800,0,09/24/2002,12/31/2099,8,KE3619.jpg,N,Y,0,0,0,0,0,0,.8,0,0120694393077509      ,,,,,N,,https://interlink.completemedical.com/usrimage/KE3619.jpg,,,,,,,,
,Foley Catheter Kenguard 30cc 2way 28fr Bx/10,30CC BALLON 2-WAY * 28 French * Silicone coating provides a smooth exterior shaft * Facilitates insertion * HCPCS Suggested Code: A4338,,KE3623,,26.08,47.41,Urologicals,Internal Catheters & Guide Kit,0.860,0,09/24/2002,12/31/2099,8,KE3623.jpg,N,Y,0,0,0,0,0,0,.86,0,0120694393077516      ,,,,,N,,https://interlink.completemedical.com/usrimage/KE3623.jpg,,,,,,,,
,Foley Catheter Kenguard 30cc 2way 30fr Bx/10,30 CC BALLON 2-WAY * 30 French * Silicone coating provides a smooth exterior shaft * Facilitates insertion * HCPCS Suggested Code: A4338,,KE3631,,26.08,47.41,Urologicals,Internal Catheters & Guide Kit,0.820,0,09/24/2002,12/31/2099,21,KE3631.jpg,N,Y,0,0,0,0,0,0,.82,0,0120694393077523      ,,,,,N,,https://interlink.completemedical.com/usrimage/KE3631.jpg,,,,,,,,
,Ted Thigh Length- Open Toe- Large - Reg (pair),* Designed to reduce venous stasis in the entire leg  * The clinically-proven graduated compression pattern from ankle to upper thigh helps ensure optimum blood flow velocity *  Available in small  medium and large sizes. Also available in short  regular and long lengths *  For x-large sizes  see thigh-length with belt styles and for a thigh length T.E.D *  Stocking that does not contain latex  refer to  LF  codes. * Thigh Length * Open Toe * Large (15 - 17.5 ) - Regular (29 -33 ) * White *,,KE3728,,19.73,35.88,Stockings,T.E.D. Anti-Embolism Stockings,0.180,3,09/24/2002,12/31/2099,8,KE3130.jpg,N,Y,0,0,0,0,0,0,.18,0,,,,,,N,,https://interlink.completemedical.com/usrimage/KE3130.jpg,,,,,,,,
,Robinson Clear Vinyl Catheter Sterile 16 FR.  100/cs,Robinson Vinyl  (PVC)  Urethral Catheters 16 Fr * Staggered eyes * Maximize urine flow * Latex free * Slightly stiffer than latex catheters  which eases insertion,,KE400616,,97.73,177.72,Urologicals,Internal Catheters & Guide Kit,0.000,0,09/21/2012,12/31/2099,21,KE400616.jpg,N,Y,0,0,0,0,0,0,0,0,0140694393043294      ,,N,,,Y,,https://interlink.completemedical.com/usrimage/KE400616.jpg,,,,,,,,
,TED Knee Length- Closed Toe- Med - Long (pair),* Designed to reduce venous stasis in the entire leg  * The clinically-proven graduated compression pattern from ankle to upper thigh helps ensure optimum blood flow velocity *  Available in small  medium and large sizes. Also available in short  regular and long lengths *  For x-large sizes  see thigh-length with belt styles and for a thigh length T.E.D *  Stocking that does not contain latex  refer to  LF  codes. * Knee Length * Closed Toe * Medium (12 - 15 ) - Long (Over 33 ) * Beige * Shipping Carton Size: 9 L x 7 W x 5 H,,KE4323,,19.76,35.94,Stockings,T.E.D. Anti-Embolism Stockings,0.140,2,09/24/2002,12/31/2099,10,KE7071.jpg,N,Y,9,7,5,0,0,0,.14,.14,,,N,KE4573,KE4271,,N,https://interlink.completemedical.com/usrimage/KE7071.jpg,,,,,,,,
,Curad Finger Adhesive Strips Plastic 1  X 3  Bx/50,Adhesive Bandage  1  x 3   Plastic * 50/bx  24 bx/cs,,KE44114,,3.53,6.44,Wound Care,Kendall Adhesive Strips,0.000,69,11/16/2010,12/31/2099,13,ke44114.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,,https://interlink.completemedical.com/usrimage/ke44114.jpg,,,,,,,,
,Dover Rob-Nel Urethral Catheter 12fr Sterile 100/cs,DOVER ROB-NEL CATHETERS: * Two staggered eyes * Thermosensitive polyvinyl chloride (PVC) material * Smooth  rounded tip * Integral tapered funnel end *  Latex Free * Single use * Sterile * Catheter  12FR  16 L  100/cs,,KE492033,,97.38,177.03,Urologicals,Internal Catheters & Guide Kit,0.000,0,10/04/2004,12/31/2099,10,ke492033.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,,https://interlink.completemedical.com/usrimage/ke492033.jpg,,,,,,,,
,Filac 3000 Oral Probe - 4FT,Replacement probe for KE504000,,KE500026,,220.27,400.50,Physician Supplies,Thermometers - Professional,0.000,0,10/19/2012,12/31/2099,8,ke500026.jpg,N,Y,0,0,0,0,0,0,0,0,,,N,,,Y,,https://interlink.completemedical.com/usrimage/ke500026.jpg,,,,,,,,
,Filac 3000 EZ Electronic Thermometer- Oral/Axillary,FILAC 3000 EZ Oral/Axillary *  The FILACTM 3000 EZ Electronic Thermometers utilize advanced technology to provide the industryÊs most accurate and fastest readings in multiple easy to use formats * Touchless probe cover loading and ejection supports infection control * Flexible probe design resists breakage and increases durability * Multiple measurement site and mode options (oral  axillary  rectal  direct  and cold) offer durability to obtain the most  accurate and clinically relevant measurements * Icon based user interface on backlit LCD display provides ease of use * Uses 4 AA batteries * Item has a 1 year warranty from date of purchase,,KE504000,,419.68,763.04,Physician Supplies,Thermometers - Professional,0.000,0,05/29/2009,12/31/2099,11,KE504000.jpg,N,Y,9,7,5,0,0,0,0,0,,,N,,,Y,,https://interlink.completemedical.com/usrimage/KE504000.jpg,,,,,,,,
,Filac 3000 EZ Electronic Thermometer- Rectal,FILAC 3000 EZ Rectal *  The FILACTM 3000 EZ Electronic Thermometers utilize advanced technology to provide the industryÊs most accurate and fastest readings in multiple easy to use formats * Touchless probe cover loading and ejection supports infection control * Flexible probe design resists breakage and increases durability * Multiple measurement site and mode options (oral  axillary  rectal  direct  and cold) offer durability to obtain the most  accurate and clinically relevant measurements * Icon based user interface on backlit LCD display provides ease of use *,,KE504005,,429.29,780.53,Physician Supplies,Thermometers - Professional,0.000,0,05/29/2009,12/31/2099,8,KE504000.jpg,N,Y,9,7,5,0,0,0,0,0,,,N,,,Y,,https://interlink.completemedical.com/usrimage/KE504000.jpg,,,,,,,,
,Wings Choice Plus Disp Briefs X-Lrg (up To 64 ) Cs/60,X-Large (Up to 64 ) Cs/60 * Packaging is a clear bag * Features padded wings for greater comfort and absorbency * Full absorbent mat brief is designed for persons restricted by total incontinence  with leg gathers for superior fit and containment * Poly-Fresh polymer lining provides maximum absorbency * Extra soft stay-dry facing and moisture-proof backing enhance patient comfort * Extra strong one-piece tape tabs provide a secure fit * Blue dryness strip * Diamond and linear embossing provides maximum pad stability and utilization * Absorbency rating: 1200 - 1300cc,,KE60035,,56.13,102.06,Incontinence,Disposable Briefs & Underwear,17.300,2,09/24/2002,12/31/2099,11,KE60043.jpg,N,Y,0,0,0,0,0,0,17.3,0,140694393086482,,,,,Y,,https://interlink.completemedical.com/usrimage/KE60043.jpg,,,,,,,,
,Covidien/Simplicity Plus Disp Briefs (Lrg 45 -58 ) (Case 72),Large 45  - 58  Cs/72 * Packaging is a clear bag * Features padded wings for greater comfort and absorbency * Full absorbent mat brief is designed for persons restricted by total incontinence  with leg gathers for superior fit and containment * Poly-Fresh polymer lining provides maximum absorbency * Extra soft stay-dry facing and moisture-proof backing enhance patient comfort * Extra strong one-piece tape tabs provide a secure fit * Blue dryness strip * Diamond and linear embossing provides maximum pad stability and utilization *  Shipping Carton Size: 21 L x 19 W x 12 H,,KE60044,,63.58,115.62,Incontinence,Disposable Briefs & Underwear,17.600,2,09/24/2002,12/31/2099,8,KE60043.jpg,N,Y,0,0,0,0,0,0,17.6,17.6,110884527000500,,,,,Y,,https://interlink.completemedical.com/usrimage/KE60043.jpg,,,,,,,,
,Telfa Adhesive Pad 2  X 3  Bx/100,2  x 3  Bx/100 * Will not disrupt healing tissue by sticking to wound * Adhesive strips keep pad in place * Made of highly absorbent  non-woven cotton fabric * Sterile *,,KE6017,,18.62,33.88,Wound Care,Kendall Dressings,0.420,9,09/24/2002,12/31/2099,16,KE6017.jpg,N,Y,0,0,0,0,0,0,.42,0,,,,,,N,,https://interlink.completemedical.com/usrimage/KE6017.jpg,,,,,,,,
,Excilon Washcloths 10 x13  Case/600,EXCILON WASHCLOTHS: * Deluxe style  heavy absorbency * These soft yet highly absorbent cloths are Kendall's strongest and most versatile * Ideal as general purpose facecloths  hand towels or for incontinent care * Washcloth  Novonette Finish  White  10  x 13   50/bg  12 bg/cs,,KE6040,,85.00,154.54,Skin Care,Washcloths,0.000,0,02/10/2004,12/31/2099,11,ke6040.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,,https://interlink.completemedical.com/usrimage/ke6040.jpg,,,,,,,,
,60cc Bulb Irrigation Syringe Only,60cc Bulb * Sterile * Bulb syinge is a two-piece system * HCPCS Suggested Code: A4322,,KE6700,,2.68,4.86,Urologicals,Irrigation Trays & Syringes,0.160,41,09/24/2002,12/31/2099,11,KE6700.jpg,N,Y,0,0,0,0,0,0,.16,0,110884521007994,,,,,N,,https://interlink.completemedical.com/usrimage/KE6700.jpg,,,,,,,,
,Kerlix Gauze Rolls Sterile 4.5  x 4.1yd Each Roll,STERILE IN SOFT POUCH * 4.5  x 4.1 Yard Roll * Made of prewashed fluff dried 100% woven gauze with unique weave pattern for loft and bulk to cushion and protect wound areas * 6 ply with finished edges * Primary or secondary dressing use * Excellent absorbency * Packaged individual polybag,,KE6715,,2.62,4.79,Wound Care,"Kendall Gauze,Sponges,&Bandage",0.100,101,09/24/2002,12/31/2099,9,KE6715.jpg,N,Y,0,0,0,0,0,0,.1,0,,,,,,N,,https://interlink.completemedical.com/usrimage/KE6715.jpg,,,,,,,,
,Kerlix Gauze Rolls Sterile 4.5  x 4.1 yds  Case/100,KERLIX GAUZE ROLLS: Made of prewashed  fluff-dried 100% woven gauze with unique crinkle-weave pattern for loft and bulk to cushion and protect wound areas * Six-ply construction with finished edges reduces loose ends and lint *  As primary dressing  open-weave design provides fast wicking action  superior aeration and excellent absorbency * As secondary dressing  it provides bulk  cushioning and ultimate conformability * Ideal for bandaging heads  limbs and difficult-to-dress wounds; i.e.  burns  plastic and orthopedic wounds * Gauze Roll  4«  x 4.1 yds  Sterile  100/cs,,KE6715CS,,201.48,366.32,Wound Care,"Kendall Gauze,Sponges,&Bandage",0.000,0,05/10/2011,12/31/2099,9,ke6715.jpg,N,Y,0,0,0,0,0,0,0,0,,,N,,,Y,,https://interlink.completemedical.com/usrimage/ke6715.jpg,,,,,,,,
,Kerlix Gauze Rolls 2.25  X 3 Yd Sterile Bx/12,STERILE IN SOFT POUCH * 2.25  x 3.0 Yard Roll * Made of prewashed fluff dried 100% woven gauze with unique weave pattern for loft and bulk to cushion and protect wound areas * 6 ply with finished edges * Primary or secondary dressing use * Excellent absorbency * Packaged individual polybag,,KE6720,,17.49,31.81,Wound Care,"Kendall Gauze,Sponges,&Bandage",0.660,0,09/24/2002,12/31/2099,12,KE6715.jpg,N,Y,0,0,0,0,0,0,.66,0,609728907594,,,,,N,,https://interlink.completemedical.com/usrimage/KE6715.jpg,,,,,,,,
,Kerlix Gauze Rolls 3.4  X 3.6yd Sterile Each Roll,STERILE IN SOFT POUCH * 3.4  x 3.6 Yard Roll * Made of prewashed fluff dried 100% woven gauze with unique weave pattern for loft and bulk to cushion and protect wound areas * 6 ply with finished edges * Primary or secondary dressing use * Excellent absorbency * Packaged individual polybag,,KE6725,,2.35,4.29,Wound Care,"Kendall Gauze,Sponges,&Bandage",0.100,0,09/24/2002,12/31/2099,5,KE6715.jpg,N,Y,0,0,0,0,0,0,.1,0,,,,,,N,,https://interlink.completemedical.com/usrimage/KE6715.jpg,,,,,,,,
,Irrigation Tray 60cc With Bulb Syrringe,WITH BULB SYRINGE * 1200cc LIDDED * Tray includes: 500cc graduate waterproof drape  alcohol prep and protector cap *  Shipping Carton Size: 12 L x 10 W x 6 H,,KE67800,,4.70,8.55,Urologicals,Irrigation Trays & Syringes,0.280,10,09/24/2002,12/31/2099,11,KE67800.jpg,N,Y,12,10,6,0,0,0,.28,.28,110884521008090,,N,,,N,,https://interlink.completemedical.com/usrimage/KE67800.jpg,,,,,,,,
,60cc Piston Irrigation Syringe,60cc Piston * Sterile * Bulb syinge is a two-piece system * HCPCS Suggested Code: A4322,,KE6800,,3.38,6.17,Urologicals,Irrigation Trays & Syringes,0.100,16,09/24/2002,12/31/2099,14,KE6800.jpg,N,Y,0,0,0,0,0,0,.1,0,110884521008014,,,,,N,,https://interlink.completemedical.com/usrimage/KE6800.jpg,,,,,,,,
,Webcol Alcohol Prep Pads Bx/200  Medium 2-Ply,1 3/8  x 1 3/8  Bx/200 * Sterile and nonwoven sponge preps contain 70% isopropyl alcohol * Medium 2 ply,,KE6818,,4.54,8.26,Physician Supplies,Alcohol Prep Pads,0.480,564,09/24/2002,12/31/2099,9,KE6818.jpg,N,Y,0,0,0,0,0,0,.48,0,0130694393050578      ,,,,,Y,,https://interlink.completemedical.com/usrimage/KE6818.jpg,,,,,,,,
,Irrigation Tray 60cc With Piston Syringe,WITH PISTON SYRINGE * 1200cc  LIDDED * Tray includes: 500cc graduate waterproof drape  alcohol prep and protector cap *,,KE68800,,3.37,6.12,Urologicals,Irrigation Trays & Syringes,0.180,21,09/24/2002,12/31/2099,12,KE67800.jpg,N,Y,0,0,0,0,0,0,.18,0,0140694393082507      ,,,,,N,,https://interlink.completemedical.com/usrimage/KE67800.jpg,,,,,,,,
,T.E.D. Knee Length- Open Toe- Small - Regular (pair),* Designed to reduce venous stasis in the entire leg  * The clinically-proven graduated compression pattern from ankle to upper thigh helps ensure optimum blood flow velocity *  Available in small  medium and large sizes. Also available in short  regular and long lengths *  For x-large sizes  see thigh-length with belt styles and for a thigh length T.E.D *  Stocking that does not contain latex  refer to  LF  codes. * Knee Length * Open Toe * Small (Below 12 ) - Regular (29 -33 ) * White *,,KE7071,,9.34,16.97,Stockings,T.E.D. Anti-Embolism Stockings,0.080,9,09/24/2002,12/31/2099,22,KE7071.jpg,N,Y,0,0,0,0,0,0,.08,0,,,,,,N,,https://interlink.completemedical.com/usrimage/KE7071.jpg,,,,,,,,
,T.E.D. Knee Length- Open Toe- Medium - Regular (pair),* Designed to reduce venous stasis in the entire leg  * The clinically-proven graduated compression pattern from ankle to upper thigh helps ensure optimum blood flow velocity *  Available in small  medium and large sizes. Also available in short  regular and long lengths *  For x-large sizes  see thigh-length with belt styles and for a thigh length T.E.D *  Stocking that does not contain latex  refer to  LF  codes. * Knee Length * Open Toe * Medium (12 - 15 ) - Regular (29 -33 ) * White *,,KE7115,,10.53,19.15,Stockings,T.E.D. Anti-Embolism Stockings,0.020,2,09/24/2002,12/31/2099,8,KE7071.jpg,N,Y,0,0,0,0,0,0,.02,0,0110884527001385      ,,,,,N,,https://interlink.completemedical.com/usrimage/KE7071.jpg,,,,,,,,
,Covidien Wings Underpads 30 x36   Cs/50 (Mfgr #958B10),WINGS MAXIMA underpad with spunbond non-woven topsheet  diamond-embossed and polypropylene backsheet * Super-absorbent polymer and odor controlling agent provide maximum incontinence protection and neutralize odors * Case/50,,KE7157,,54.38,98.87,Incontinence,Underpads - Disposable,0.000,0,04/05/2010,12/31/2099,9,KE7157.jpg,N,Y,0,0,0,0,0,0,0,0,0130694393079265      ,,N,,,Y,,https://interlink.completemedical.com/usrimage/KE7157.jpg,,,,,,,,
,Kangaroo Gastrofeeding Tube w/Y Ports  20cc  20fr  Cs/5,KANGAROOTM GASTROSTOMY FEEDING TUBES: * The feeding port is incompatible with luer lock or IV connections  reducing the risk of accidental connection or infusion * Available with safe enteral connections to address the 2006 JCAHO Tubing Misconnections Sentinel Event alert * The rube is constructe * Feeding Tube with Y-Port  20mL  20FR/Ch (6.7mm)  5/cs,,KE720205,,228.27,415.03,Aids to Daily Living,Eating Aids,0.000,0,08/18/2009,12/31/2099,9,ke720205.jpg,N,Y,0,0,0,0,0,0,0,0,0120388847202059      ,,,,,N,,https://interlink.completemedical.com/usrimage/ke720205.jpg,,,,,,,,
,T.E.D. Knee Length- Open Toe- Large - Regular (pair),* Designed to reduce venous stasis in the entire leg  * The clinically-proven graduated compression pattern from ankle to upper thigh helps ensure optimum blood flow velocity *  Available in small  medium and large sizes. Also available in short  regular and long lengths *  For x-large sizes  see thigh-length with belt styles and for a thigh length T.E.D *  Stocking that does not contain latex  refer to  LF  codes. * Knee Length * Open Toe * Large (15 - 17.5 ) - Regular (29 -33 ) * White *,,KE7203,,10.50,19.10,Stockings,T.E.D. Anti-Embolism Stockings,0.100,0,09/24/2002,12/31/2099,11,KE7071.jpg,N,Y,0,0,0,0,0,0,.1,0,,,,,,N,,https://interlink.completemedical.com/usrimage/KE7071.jpg,,,,,,,,
,Telfa Island Dressing 2 X3-3/4 Bx/50  Latex-Free,2  x 3 3/4  Bx/50 * A sterile dressing that conforms to all areas * Ideal dressing for lightly draining wounds *,,KE7539,,15.61,28.39,Wound Care,Kendall Dressings,0.280,0,09/24/2002,01/31/2025,12,KE7539.jpg,N,Y,0,0,0,0,0,0,.28,0,0110884527021925      ,,,,,N,,https://interlink.completemedical.com/usrimage/KE7539.jpg,,,,,,,,
,Telfa Island Dressing 4  X 5  Bx/25,4  x 5  Bx/50 * A sterile dressing that conforms to all areas * Ideal dressing for lightly draining wounds *,,KE7540,,42.83,77.89,Wound Care,Kendall Dressings,0.440,0,09/24/2002,01/31/2025,9,KE7539.jpg,N,Y,0,0,0,0,0,0,.44,0,0110884521065390      ,,,,,N,,https://interlink.completemedical.com/usrimage/KE7539.jpg,,,,,,,,
,Telfa Adhesive Island Dressing 4x8  Cs/100,TELFA ISLAND DRESSING: * Convenient  all-in-one dressing * Soft  nonwoven backing conforms around wound and seals on all four sides * Provides protection from external environment * Non-adherent won't disrupt healing tissue * Ideal dressing for lightly draining wounds * Secure dressing for central and peripheral IV sights * Adhesive Island Dressing  4  x 8   100/cs,,KE7541,,209.27,380.49,Wound Care,Kendall Dressings,0.000,0,09/11/2003,12/31/2099,9,ke7541.jpg,N,Y,0,0,0,0,0,0,0,0,0110884521065413      ,,N,,,Y,,https://interlink.completemedical.com/usrimage/ke7541.jpg,,,,,,,,
,Telfa Adhesive Dressing 4 x10  100/Case(4x25) Non-Adherent,TELFA ISLAND DRESSING: * Convenient  all-in-one dressing * Soft  nonwoven backing conforms around wound and seals on all four sides * Provides protection from external environment * Non-adherent won't disrupt healing tissue * Ideal dressing for lightly draining wounds * Secure dressing for central and peripheral IV sights * Adhesive Island Dressing  4  x 10   100/cs,,KE7542,,250.89,456.17,Wound Care,Kendall Dressings,0.000,0,01/16/2007,12/31/2099,10,ke7542.jpg,N,Y,0,0,0,0,0,0,0,0,0110884521065420      ,,,,,N,,https://interlink.completemedical.com/usrimage/ke7542.jpg,,,,,,,,
,Telfa Adhesive Island Dressing 4  x 14  (Box/25)     2Bx/Case,TELFA ISLAND DRESSING: * Convenient  all-in-one dressing * Soft  nonwoven backing conforms around wound and seals on all four sides * Provides protection from external environment * Non-adherent won't disrupt healing tissue. Ideal dressing for lightly draining wounds * Secure dressing for central and peripheral IV sights * Adhesive Island Dressing  4  x 14   50/cs,,KE7544,,157.32,286.04,Wound Care,Kendall Dressings,0.000,0,02/18/2009,12/31/2099,6,ke7544.jpg,N,Y,0,0,0,0,0,0,0,0,0110884521065437      ,,N,,,Y,,https://interlink.completemedical.com/usrimage/ke7544.jpg,,,,,,,,
,T.E.D. Knee Length- Open Toe- Large - Long (pair),* Designed to reduce venous stasis in the entire leg  * The clinically-proven graduated compression pattern from ankle to upper thigh helps ensure optimum blood flow velocity *  Available in small  medium and large sizes. Also available in short  regular and long lengths *  For x-large sizes  see thigh-length with belt styles and for a thigh length T.E.D *  Stocking that does not contain latex  refer to  LF  codes. * Knee Length * Open Toe * Large (15 - 17.5 ) - Long (Over 33 ) * White *,,KE7594,,10.32,18.75,Stockings,T.E.D. Anti-Embolism Stockings,0.100,5,09/24/2002,12/31/2099,21,KE7071.jpg,N,Y,0,0,0,0,0,0,.1,0,,,,,,N,,https://interlink.completemedical.com/usrimage/KE7071.jpg,,,,,,,,
,T.E.D. Knee Length- Open Toe- X-Large - Reg (pair),* Designed to reduce venous stasis in the entire leg  * The clinically-proven graduated compression pattern from ankle to upper thigh helps ensure optimum blood flow velocity *  Available in small  medium and large sizes. Also available in short  regular and long lengths *  For x-large sizes  see thigh-length with belt styles and for a thigh length T.E.D *  Stocking that does not contain latex  refer to  LF  codes. * Knee Length * Open Toe * X-Large (17.5 - 20 ) - Regular (29 -33 ) * White *,,KE7604,,10.01,18.19,Stockings,T.E.D. Anti-Embolism Stockings,0.120,0,09/24/2002,12/31/2099,16,KE7071.jpg,N,Y,0,0,0,0,0,0,.12,0,,,,,,N,,https://interlink.completemedical.com/usrimage/KE7071.jpg,,,,,,,,
,Red Rubber Robinson Catheters 12fr  Pack/10,12 French Bx/10 * Two opposing eyes * Smooth  rounded tip * Integral tapered funnel end * Radiopaque * Red Rubber Robinson  16  length,,KE766012,,9.60,17.46,Urologicals,Internal Catheters & Guide Kit,0.180,10,09/24/2002,12/31/2099,10,KE766012.jpg,N,Y,0,0,0,0,0,0,.18,0,0100388876601270      ,,,,,N,,https://interlink.completemedical.com/usrimage/KE766012.jpg,,,,,,,,
,Red Rubber Robinson Catheters 16fr  Pack/10,16 French Bx/10 * Two opposing eyes * Smooth  rounded tip * Integral tapered funnel end * Radiopaque *,,KE766016,,9.87,17.95,Urologicals,Internal Catheters & Guide Kit,0.260,8,09/24/2002,12/31/2099,9,KE766012.jpg,N,Y,0,0,0,0,0,0,.26,0,0100388876601683      ,,,,,N,,https://interlink.completemedical.com/usrimage/KE766012.jpg,,,,,,,,
,Red Rubber Robinson Catheters 18fr   Pack/10,18 French Bx/10 * Two opposing eyes * Smooth  rounded tip * Integral tapered funnel end * Radiopaque *,,KE766018,,12.29,22.33,Urologicals,Internal Catheters & Guide Kit,0.300,8,09/24/2002,12/31/2099,8,KE766012.jpg,N,Y,0,0,0,0,0,0,.3,0,0100388876601843      ,,,,,N,,https://interlink.completemedical.com/usrimage/KE766012.jpg,,,,,,,,
,T.E.D. Knee Length- Open Toe- X-Large - Long (pair),* Designed to reduce venous stasis in the entire leg  * The clinically-proven graduated compression pattern from ankle to upper thigh helps ensure optimum blood flow velocity *  Available in small  medium and large sizes. Also available in short  regular and long lengths *  For x-large sizes  see thigh-length with belt styles and for a thigh length T.E.D *  Stocking that does not contain latex  refer to  LF  codes. * Knee Length * Open Toe * X-Large (17.5 - 20 ) - Long (Over 33 ) * White *,,KE7802,,10.01,18.19,Stockings,T.E.D. Anti-Embolism Stockings,0.060,7,09/24/2002,12/31/2099,22,KE7071.jpg,N,Y,0,0,0,0,0,0,.06,0,,,,,,N,,https://interlink.completemedical.com/usrimage/KE7071.jpg,,,,,,,,
,Versalon Sponges 4x4 4-ply Sterile 2's 1Tray/50-Case 24,CURITY NON-WOVEN ALL-PURPOSE SPONGES: Ideal for applying ointments  prepping  wiping needles  cleaning slides and more * Rayon/polyester blend construction. Cost effective * Highly absorbent * Virtually lint-free * Sponges  4  x 4   4-Ply  Sterile 2s  2/pk  25pk/tray  24 tray/cs,,KE8044,,106.27,193.22,Wound Care,"Kendall Gauze,Sponges,&Bandage",0.000,0,03/17/2004,12/31/2099,7,,N,Y,0,0,0,0,0,0,0,0,0110884521060388      ,,N,,,Y,,,,,,,,,,
